STD_CITY,PROPERTY_ID,PROPERTY_CATEGORY_NAME,PROPERTY_NAME_TEXT,ORIGINAL_LOAN_AMOUNT,LOAN_MATURITY_DATE,OPIIS_SIZE_CATEGORY
Mankato                     ,800243968.0,Insured-Unsubsidized,Thro - Hillcrest Rehabilitation Center,5304100.0,4/1/2050 12:00:00 AM,Large
Harlingen                   ,800243241.0,Insured-Unsubsidized,Rgcy-TX-Reit - Harlingen Nursing & Rehab Ctr,12840000.0,1/1/2052 12:00:00 AM,
Mankato                     ,800243973.0,Insured-Unsubsidized,Thro - Laurels Peak Rehab & Assisted Living,10228000.0,4/1/2050 12:00:00 AM,
Mankato                     ,800243974.0,Insured-Unsubsidized,Thro - Oaklawn Rehabilitation Center,5831100.0,4/1/2050 12:00:00 AM,Large
Seattle                     ,800245298.0,Insured-Unsubsidized,Admiral Station Apartments,14138100.0,11/1/2062 12:00:00 AM,
Salisbury                   ,800245756.0,Insured-Unsubsidized,SALISBURY VILLAGE APARTMENTS,15680000.0,5/1/2053 12:00:00 AM,
Indianapolis                ,800244383.0,Insured-Unsubsidized,STEEPLES ON WASHINGTON,5600000.0,4/1/2052 12:00:00 AM,Large
Newark                      ,800245359.0,Insured-Unsubsidized,Carrino Plaza Apartments,8541010.0,12/1/2058 12:00:00 AM,Large
Memphis                     ,800244385.0,Insured-Subsidized,Eastern Creek Apartments,10650000.0,8/1/2052 12:00:00 AM,
Knoxville                   ,800245699.0,Insured-Unsubsidized,WHITE OAK CROSSING APARTMENTS,3700000.0,5/1/2059 12:00:00 AM,High-Medium
Oak Creek                   ,800241649.0,Insured-Unsubsidized,Riverwood Estates Apartments,25767900.0,8/1/2055 12:00:00 AM,
Oak Creek                   ,800241650.0,Insured-Unsubsidized,Timber Ridge Apartments,22957800.0,8/1/2055 12:00:00 AM,
Damascus                    ,800245489.0,Insured-Unsubsidized,Greenhills Apts,12000000.0,9/1/2054 12:00:00 AM,
Reading                     ,800245496.0,Insured-Unsubsidized,Schoolhouse Commons,3476000.0,1/1/2060 12:00:00 AM,High-Medium
Longmeadow                  ,800245499.0,Insured-Subsidized,GENESIS LIFECARE,6077500.0,7/1/2052 12:00:00 AM,Large
Carson City                 ,800245513.0,Insured-Unsubsidized,Regency Apartments,5418500.0,1/1/2053 12:00:00 AM,Large
Colchester                  ,800242567.0,Insured-Unsubsidized,Winchester Place Apartments,10450000.0,9/1/2056 12:00:00 AM,
Ramsey                      ,800242568.0,Insured-Unsubsidized,Potomac at Ramsey,28384000.0,11/1/2051 12:00:00 AM,
Omaha                       ,800242491.0,Insured-Unsubsidized,BLAIR HIGH RESIDENCES,16603500.0,1/1/2059 12:00:00 AM,
Allen                       ,800243936.0,Insured-Unsubsidized,SETTLER'S GATE APARTMENTS,49000000.0,5/1/2052 12:00:00 AM,
Wheeling                    ,800242528.0,Insured-Unsubsidized,WHEELING TOWN CENTER,70201700.0,8/1/2059 12:00:00 AM,
North Chicago               ,800243380.0,Insured-Unsubsidized,Brookstone at Cole Park,21800000.0,2/1/2059 12:00:00 AM,
Haskell                     ,800243419.0,Insured-Unsubsidized,Stern - Lakeland HCC,18401300.0,2/1/2047 12:00:00 AM,
Cleveland                   ,800243989.0,Insured-Unsubsidized,Sunrise Pointe Care & Rehab Center,3678300.0,12/1/2050 12:00:00 AM,High-Medium
Chicago                     ,800243898.0,Insured-Unsubsidized,Carling Hotel,4050000.0,5/1/2059 12:00:00 AM,High-Medium
Clearwater                  ,800244719.0,Insured-Unsubsidized,SBK0463 - Belleair Health Care Center,16340000.0,5/1/2054 12:00:00 AM,
Howell                      ,800244140.0,Insured-Unsubsidized,LAKESHORE VILLAGE I,10750000.0,4/1/2052 12:00:00 AM,
Tell City                   ,800243844.0,Insured-Unsubsidized,Trilogy - Oakwood Health Campus,9920000.0,6/1/2052 12:00:00 AM,Large
Laurinburg                  ,800244179.0,Insured-Unsubsidized,Scottish Pines Rehabilitation and Nursing Center,10653000.0,5/1/2052 12:00:00 AM,
Hattiesburg                 ,800243860.0,Insured-Unsubsidized,Peppertree Apartments,3500000.0,3/1/2056 12:00:00 AM,High-Medium
Centralia                   ,800237368.0,Insured-Unsubsidized,Heritage Woods of Centralia,6675600.0,5/1/2056 12:00:00 AM,Large
Beaverton                   ,800240576.0,Insured-Unsubsidized,Sunset View,29268800.0,2/1/2057 12:00:00 AM,
Abingdon                    ,800240579.0,Insured-Unsubsidized,Enclave at Box Hill (Phase I),39999000.0,4/1/2060 12:00:00 AM,
Yakima                      ,800241179.0,Insured-Unsubsidized,Cornerstone Apartments,7196500.0,5/1/2050 12:00:00 AM,Large
Rolesville                  ,800241180.0,Insured-Unsubsidized,Granite Falls,1987800.0,8/1/2055 12:00:00 AM,Low-Medium
Lake Crystal                ,800243975.0,Insured-Unsubsidized,Thro - Crystal Seasons Living Center,2176800.0,4/1/2055 12:00:00 AM,High-Medium
Azle                        ,800242655.0,Insured-Unsubsidized,Reata West Apartments (223a7),24126900.0,10/1/2060 12:00:00 AM,
Wilmington                  ,800242657.0,Insured-Unsubsidized,The Park at Three Oaks Apartments,17764500.0,6/1/2056 12:00:00 AM,
San Antonio                 ,800242681.0,Insured-Unsubsidized,Champions Gate Apartments,23759878.0,10/1/2058 12:00:00 AM,
North East                  ,800245325.0,Insured-Unsubsidized,Elk River Manor,1750000.0,12/1/2058 12:00:00 AM,Low-Medium
Merrillville                ,800245356.0,Insured-Unsubsidized,CHAPELLE LE GRANDE APARTMENTS,5680000.0,11/1/2052 12:00:00 AM,Large
Clio                        ,800245357.0,Insured-Unsubsidized,ROXBURY COURT APARTMENTS,2170000.0,11/1/2052 12:00:00 AM,High-Medium
Kaukauna                    ,800245216.0,Insured-Unsubsidized,CHI Portfolio - American Grand Assisted Living,7969300.0,6/1/2053 12:00:00 AM,Large
Abilene                     ,800244910.0,Insured-Unsubsidized,Lofts at Allen Ridge Apts,31578500.0,7/1/2063 12:00:00 AM,
San Antonio                 ,800244912.0,Insured-Unsubsidized,Liv at Westover Hills,24310000.0,3/1/2060 12:00:00 AM,
Del Rio                     ,800244432.0,Insured-Unsubsidized,Casas Del Rio - Villa Hermosa Apartments,7000000.0,1/1/2059 12:00:00 AM,Large
Danville                    ,800241656.0,Insured-Subsidized,Danville House Apartments,6147700.0,10/1/2050 12:00:00 AM,Large
Maplewood                   ,800241657.0,Insured-Unsubsidized,SUNNEN STATION APARTMENTS,30960000.0,8/1/2056 12:00:00 AM,
Wilmington                  ,800245500.0,Insured-Unsubsidized,VILLAGE AT FOX POINT APTS,37952000.0,12/1/2052 12:00:00 AM,
Columbia Heights            ,800241639.0,Insured-Unsubsidized,PARKVIEW VILLA,2214000.0,4/1/2047 12:00:00 AM,High-Medium
West Allis                  ,800245502.0,Insured-Unsubsidized,ELEMENT 84,30710500.0,4/1/2060 12:00:00 AM,
Minneapolis                 ,800245503.0,Insured-Unsubsidized,1500 NICOLLET,35534400.0,8/1/2059 12:00:00 AM,
Catskill                    ,800244701.0,Insured-Unsubsidized,Bleier - Greene Meadows NRC,9843800.0,10/1/2047 12:00:00 AM,Large
Raleigh                     ,800243372.0,Insured-Unsubsidized,WALNUT RIDGE APTS.,13217600.0,12/1/2051 12:00:00 AM,
Bettendorf                  ,800243939.0,Insured-Unsubsidized,THOMAS PLACE AT BETTENDORF,3531400.0,4/1/2052 12:00:00 AM,High-Medium
Richmond                    ,800243376.0,Insured-Unsubsidized,Moore's Lake Apartments,29147500.0,7/1/2059 12:00:00 AM,
Birmingham                  ,800243378.0,Insured-Subsidized,Princeton Towers,10692300.0,5/1/2051 12:00:00 AM,
Plymouth                    ,800244150.0,Insured-Unsubsidized,TWIN ARBORS APARTMENTS,11680000.0,3/1/2052 12:00:00 AM,
Huntsville                  ,800243421.0,Insured-Unsubsidized,WEST HILLS APTS,19106200.0,3/1/2059 12:00:00 AM,
Mocksville                  ,800243988.0,Insured-Unsubsidized,Trefzger - Somerset Ct Mocksville,487200.0,3/1/2040 12:00:00 AM,High-Medium
Shelton                     ,800242427.0,Insured-Unsubsidized,Apple Rehab - Hewitt Health & Rehab Center,10190500.0,1/1/2047 12:00:00 AM,Large
Watertown                   ,800242429.0,Insured-Unsubsidized,Apple Rehab - Waterbury Extended Care Facility,10913700.0,1/1/2047 12:00:00 AM,
Pine Bluff                  ,800245475.0,Insured-Unsubsidized,Pine Bluff (223f/PBV RAD),7055400.0,12/1/2052 12:00:00 AM,Large
Midlothian                  ,800245478.0,Insured-Unsubsidized,Lakeside Villas,20390400.0,4/1/2060 12:00:00 AM,
Los Angeles                 ,800244176.0,Insured-Unsubsidized,Culver West,9200000.0,11/1/2050 12:00:00 AM,Large
Lisle                       ,800244177.0,Insured-Unsubsidized,Thrive of Lisle,14400000.0,2/1/2060 12:00:00 AM,
Kenosha                     ,800244217.0,Insured-Unsubsidized,GLENWOOD APARTMENTS,1925000.0,6/1/2052 12:00:00 AM,Low-Medium
Fort Washington             ,800242632.0,Insured-Unsubsidized,Henson Creek Manor Apartments,23600000.0,8/1/2051 12:00:00 AM,
San Antonio                 ,800242906.0,Insured-Unsubsidized,Valencia Lofts,19337100.0,1/1/2059 12:00:00 AM,
Southgate                   ,800240580.0,Insured-Unsubsidized,MAPLE VILLAGE APARTMENTS,19400000.0,3/1/2056 12:00:00 AM,
Wooster                     ,800240581.0,Insured-Unsubsidized,JAG - Country Pointe,1360000.0,4/1/2049 12:00:00 AM,Low-Medium
Marion                      ,800240582.0,Insured-Unsubsidized,JAG - Harding Pointe,5280000.0,4/1/2049 12:00:00 AM,High-Medium
Ramsey                      ,800241184.0,Insured-Unsubsidized,SUNWOOD VILLAGE,1375000.0,3/1/2047 12:00:00 AM,Low-Medium
Spokane Valley              ,800241690.0,Insured-Unsubsidized,Evergreen Fountains,11652765.0,3/1/2051 12:00:00 AM,
Davenport                   ,800241702.0,Insured-Unsubsidized,VILLAGE COOPERATIVE OF CROW CREEK,10725000.0,7/1/2061 12:00:00 AM,
Holland                     ,800243112.0,Insured-Unsubsidized,RIDGELAND HEIGHTS APARTMENTS,5269200.0,9/1/2051 12:00:00 AM,High-Medium
Hanover                     ,800243114.0,Insured-Unsubsidized,Hanover Woods Apartments,7280000.0,9/1/2051 12:00:00 AM,Large
Staten Island               ,800242696.0,Insured-Unsubsidized,Seaview SIte C,14300000.0,8/1/2049 12:00:00 AM,
Waldorf                     ,800243158.0,Insured-Unsubsidized,Adams Crossing Apartments Phase 2,11964800.0,12/1/2057 12:00:00 AM,
Middle River                ,800243159.0,Insured-Unsubsidized,The Berkleigh,72608700.0,3/1/2061 12:00:00 AM,
Live Oak                    ,800243161.0,Insured-Unsubsidized,MEL MARGO APARTMENTS,3347300.0,8/1/2055 12:00:00 AM,High-Medium
Midland                     ,800245334.0,Insured-Unsubsidized,stratford Pines Nursing and Rehabilitation Center,7900200.0,4/1/2053 12:00:00 AM,Large
Mount Vernon                ,800245811.0,Insured-Unsubsidized,Bleier - Westchester Rehab Nursing,33733800.0,6/1/2054 12:00:00 AM,
Pittsfield                  ,800245814.0,Insured-Unsubsidized,Berkshire Place,11928200.0,3/1/2053 12:00:00 AM,
Brookline                   ,800242837.0,Insured-Unsubsidized,Kent Street Apartments,12000000.0,9/1/2056 12:00:00 AM,
Rutland                     ,800242841.0,Insured-Unsubsidized,Maples I & II,4000000.0,4/1/2056 12:00:00 AM,High-Medium
Brooklyn                    ,800242843.0,Insured-Unsubsidized,Linden Center for Nursing & Rehabilitation,40431400.0,4/1/2047 12:00:00 AM,
Lakeland                    ,800242329.0,Insured-Unsubsidized,Formation - Wedgewood Healthcare Center,0.0,,
Yadkinville                 ,800242330.0,Insured-Unsubsidized,Formation - Willowbrook Rehab & Care Center,6820400.0,11/1/2051 12:00:00 AM,Large
Winona                      ,800242331.0,Insured-Unsubsidized,Formation - Winona Manor,4868500.0,9/1/2051 12:00:00 AM,High-Medium
Purdys                      ,800241103.0,Insured-Unsubsidized,Waterview Hills & Salem Hills Rehab & Nursing Ctr,27379800.0,12/1/2050 12:00:00 AM,
Flagstaff                   ,800241107.0,Insured-Unsubsidized,The Peaks Heath & Rehabilitation Center,25760000.0,11/1/2050 12:00:00 AM,
Gainesville                 ,800241635.0,Insured-Unsubsidized,ARBOURS  AT TUMBLIN CREEK,1890000.0,1/1/2058 12:00:00 AM,Low-Medium
Kalamazoo                   ,800241636.0,Insured-Unsubsidized,FOREST HILLS APARTMENTS,3812100.0,9/1/2050 12:00:00 AM,High-Medium
Shabbona                    ,800241644.0,Insured-Unsubsidized,Prairie Crossing,6765300.0,2/1/2051 12:00:00 AM,Large
Mankato                     ,800245509.0,Insured-Unsubsidized,DUBLIN CROSSING,2235000.0,8/1/2049 12:00:00 AM,High-Medium
Pittsfield                  ,800243375.0,Insured-Unsubsidized,New Amsterdam,2375000.0,1/1/2057 12:00:00 AM,High-Medium
Houston                     ,800243940.0,Insured-Unsubsidized,DOMAIN AT KIRBY,50018400.0,1/1/2052 12:00:00 AM,
Lisbon                      ,800245125.0,Insured-Unsubsidized,Continuing Healthcare of Lisbon,5680000.0,12/1/2054 12:00:00 AM,Large
Burlington                  ,800244147.0,Insured-Unsubsidized,McAuley Square,3200000.0,3/1/2047 12:00:00 AM,High-Medium
New York                    ,800243518.0,Insured-Subsidized,FH Homes,5018900.0,9/1/2052 12:00:00 AM,High-Medium
Tucson                      ,800243522.0,Insured-Unsubsidized,Via Elegante Tucson Mountains,10868782.0,1/1/2059 12:00:00 AM,
Lafayette                   ,800243836.0,Insured-Unsubsidized,Trilogy - Creasy Springs Health Campus,17448000.0,5/1/2052 12:00:00 AM,
Clifton Springs             ,800242430.0,Insured-Unsubsidized,Ashton Place,5656000.0,7/1/2051 12:00:00 AM,Large
Perry Point                 ,800244009.0,Insured-Unsubsidized,HELP Perry Point Veterans Village,6265000.0,2/1/2059 12:00:00 AM,
Pasadena                    ,800244178.0,Insured-Unsubsidized,The Medical Resort at Bay Area,17174200.0,4/1/2052 12:00:00 AM,
Seabrook                    ,800245553.0,Insured-Unsubsidized,Rockingham Village Apartments,32000000.0,1/1/2061 12:00:00 AM,
Omaha                       ,800245555.0,Insured-Unsubsidized,SORENSEN APARTMENTS,12120000.0,12/1/2059 12:00:00 AM,
Garner                      ,800244144.0,Insured-Unsubsidized,Abberly Garner Apartments aka Timber,37063800.0,7/1/2060 12:00:00 AM,
Hutto                       ,800243346.0,Insured-Unsubsidized,TRAILS AT CARMEL CREEK,3663200.0,2/1/2052 12:00:00 AM,High-Medium
Crystal Lake                ,800241645.0,Insured-Unsubsidized,Springs at Crystal Lake,8091100.0,3/1/2051 12:00:00 AM,Large
Marion                      ,800240583.0,Insured-Unsubsidized,JAG - Marion Pointe,2960000.0,4/1/2046 12:00:00 AM,High-Medium
Union City                  ,800240585.0,Insured-Unsubsidized,JAG - Union City Care Center,1728000.0,4/1/2046 12:00:00 AM,Low-Medium
Crown Point                 ,800240586.0,Insured-Unsubsidized,Cypress Pointe Apartments,14000000.0,6/1/2055 12:00:00 AM,Large
Burley                      ,800243092.0,Insured-Unsubsidized,Mountain Heights Apartments,12250900.0,12/1/2058 12:00:00 AM,
Philadelphia                ,800243889.0,Insured-Unsubsidized,Independence - Centennial HC Rehab Ctr,11991000.0,6/1/2053 12:00:00 AM,
Tipp City                   ,800243892.0,Insured-Unsubsidized,Randall Residence of Tipp City,3253000.0,6/1/2051 12:00:00 AM,
Columbus                    ,800243162.0,Insured-Unsubsidized,Greystone at Maple Ridge,11440000.0,8/1/2051 12:00:00 AM,
Columbus                    ,800243197.0,Insured-Unsubsidized,POINTDEXTER PHASE IIB,3630000.0,2/1/2058 12:00:00 AM,High-Medium
Detroit                     ,800243216.0,Insured-Unsubsidized,LOFTS AT NEW AMSTERDAM,5512000.0,5/1/2056 12:00:00 AM,Large
Gallatin                    ,800243219.0,Insured-Unsubsidized,Vintage Foxland Harbor,32120900.0,7/1/2060 12:00:00 AM,
Hallettsville               ,800243222.0,Insured-Unsubsidized,Rgcy-TX-Reit - Stevens Nrsg Rehab Hallettsville,8352000.0,3/1/2048 12:00:00 AM,Large
Edna                        ,800243223.0,Insured-Unsubsidized,Rgcy-TX-Reit - Southbrooke Manor Nrsg  Rehab Ctr,11960000.0,3/1/2052 12:00:00 AM,
Jamaica                     ,800243321.0,Insured-Unsubsidized,The Arbor at Locust Manor,3250900.0,5/1/2052 12:00:00 AM,High-Medium
Englewood                   ,800243324.0,Insured-Unsubsidized,Foundry Apartments,4196000.0,2/1/2053 12:00:00 AM,High-Medium
Seymour                     ,800240616.0,Insured-Unsubsidized,SOMERSET PLACE APARTMENTS,6913900.0,9/1/2049 12:00:00 AM,Large
Leander                     ,800240617.0,Insured-Unsubsidized,Park at Crystal Falls Phase I,30000000.0,6/1/2056 12:00:00 AM,
Gainesville                 ,800241104.0,Insured-Unsubsidized,The Wellington at Lake Manassas,26475000.0,11/1/2059 12:00:00 AM,
Oak Creek                   ,800241637.0,Insured-Unsubsidized,THE ARBORS,16128000.0,8/1/2050 12:00:00 AM,
Winchester                  ,800242158.0,Insured-Unsubsidized,Denstock Meadow Branch Apartments,30330500.0,2/1/2059 12:00:00 AM,
Barstow                     ,800245468.0,Insured-Unsubsidized,Desert Heights,8480000.0,11/1/2052 12:00:00 AM,Large
Albuquerque                 ,800244145.0,Insured-Unsubsidized,Arroyo Vista,14080000.0,8/1/2058 12:00:00 AM,
Philadelphia                ,800244136.0,Insured-Unsubsidized,Courtyard at Riverview Preservation,31750000.0,10/1/2058 12:00:00 AM,
Austin                      ,800245124.0,Insured-Unsubsidized,Bridge at Cameron,32270000.0,11/1/2059 12:00:00 AM,
Houston                     ,800243379.0,Insured-Unsubsidized,CATALINA VILLAGE APTS,20584000.0,11/1/2051 12:00:00 AM,
Orlando                     ,800244138.0,Insured-Unsubsidized,Sand Lake Pointe,20000000.0,8/1/2052 12:00:00 AM,
Corinth                     ,800244148.0,Insured-Unsubsidized,Millennium Place Apartments,28913600.0,7/1/2059 12:00:00 AM,
Lawrenceburg                ,800243837.0,Insured-Unsubsidized,Trilogy - RidgeWood Health Campus,14880000.0,5/1/2052 12:00:00 AM,
Covington                   ,800244006.0,Insured-Unsubsidized,Elan at Terra Bella,26172500.0,5/1/2060 12:00:00 AM,
San Antonio                 ,800243056.0,Insured-Unsubsidized,Woods of Elm Creek,10455000.0,6/1/2051 12:00:00 AM,Large
Des Moines                  ,800242502.0,Insured-Unsubsidized,INGERSOLL SQUARE LOFTS,18720000.0,4/1/2051 12:00:00 AM,
Gainesville                 ,800242410.0,Insured-Unsubsidized,23 West Apartments,26559900.0,1/1/2059 12:00:00 AM,
Grove City                  ,800245430.0,Insured-Unsubsidized,THE CROSSING AT GROVE CITY,24322000.0,10/1/2060 12:00:00 AM,
Clermont                    ,800244219.0,Insured-Unsubsidized,Cottonwood Clermont Apartments,36366200.0,6/1/2060 12:00:00 AM,
Saint Louis                 ,800244222.0,Insured-Unsubsidized,THE MONOGRAM BUILDING APARTMENTS,33025963.0,7/1/2058 12:00:00 AM,
New Orleans                 ,800243422.0,Insured-Unsubsidized,The Parkway Apts (223F Only),33003400.0,11/1/2057 12:00:00 AM,
Roxboro                     ,800243423.0,Insured-Unsubsidized,Windridge Apartments,1344000.0,12/1/2051 12:00:00 AM,Low-Medium
Chandler                    ,800242140.0,Insured-Unsubsidized,NORIA APARTMENTS,42601200.0,3/1/2061 12:00:00 AM,
Brookfield                  ,800242151.0,Insured-Unsubsidized,PINNACLE AT BROOKFIELD HILLS,15840000.0,1/1/2051 12:00:00 AM,
Orrville                    ,800240584.0,Insured-Unsubsidized,JAG - Orrville Pointe,1760000.0,4/1/2046 12:00:00 AM,Low-Medium
Plymouth Meeting            ,800243095.0,Insured-Unsubsidized,AristaCare at Meadow Springs,20080000.0,12/1/2051 12:00:00 AM,
Riverside                   ,800242743.0,Insured-Unsubsidized,Rechnitz - Alta Vista Healthcare & Wellness Center,13952600.0,10/1/2052 12:00:00 AM,
Bakersfield                 ,800242744.0,Insured-Unsubsidized,Rechnitz - The Rehab Centre of Bakersfield,33698500.0,10/1/2052 12:00:00 AM,
Bayville                    ,800243098.0,Insured-Unsubsidized,Tallwoods Care Center,16943200.0,4/1/2052 12:00:00 AM,
Greendale                   ,800243692.0,Insured-Unsubsidized,COLLEGE SQUARE APARTMENTS,3018600.0,4/1/2052 12:00:00 AM,High-Medium
Plymouth                    ,800243678.0,Insured-Unsubsidized,MANOR ROYAL APARTMENTS,13038700.0,4/1/2052 12:00:00 AM,
Needham                     ,800243694.0,Insured-Unsubsidized,Briarwood Rehabilitation & Healthcare Center,17462500.0,4/1/2052 12:00:00 AM,
Mt Pleasant                 ,800243695.0,Insured-Unsubsidized,Sandpiper Post Acute,24727400.0,5/1/2052 12:00:00 AM,
West Columbia               ,800243697.0,Insured-Unsubsidized,Jenni-Lynn,3186400.0,10/1/2052 12:00:00 AM,High-Medium
Richland                    ,800240052.0,Insured-Unsubsidized,Guardian Angel Homes Richland,11672000.0,1/1/2050 12:00:00 AM,
Castle Hayne                ,800240601.0,Insured-Unsubsidized,Hermitage House,608800.0,3/1/2040 12:00:00 AM,Large
Rich Square                 ,800240602.0,Insured-Unsubsidized,Rich Square Health Care Center,7392000.0,1/1/2050 12:00:00 AM,Large
Round Rock                  ,800240607.0,Insured-Unsubsidized,CREEKSIDE AT KENNEY'S FORT,27328500.0,2/1/2061 12:00:00 AM,
Birmingham                  ,800240620.0,Insured-Unsubsidized,Southside Station/Carriage Court,5262700.0,4/1/2043 12:00:00 AM,High-Medium
Erie                        ,800241105.0,Insured-Unsubsidized,Carriage Hill Apartments,5325000.0,4/1/2050 12:00:00 AM,High-Medium
Pasadena                    ,800241618.0,Insured-Unsubsidized,The Apartments at Creekstone Village Phase II,32974000.0,8/1/2061 12:00:00 AM,
Virginia Beach              ,800242159.0,Insured-Unsubsidized,The Marq Apartments,38251800.0,9/1/2060 12:00:00 AM,
Overland Park               ,800241642.0,Insured-Unsubsidized,Whispering Hills Apartments,36640000.0,3/1/2056 12:00:00 AM,
Lansing                     ,800240558.0,Insured-Unsubsidized,PRUDDEN PLACE APARTMENTS,4708600.0,2/1/2056 12:00:00 AM,High-Medium
Tyler                       ,800244146.0,Insured-Unsubsidized,AUBERGE OF TYLER (Insured),29352900.0,8/1/2059 12:00:00 AM,
Charlotte                   ,800245470.0,Insured-Unsubsidized,GRANITE POINTE APARTMENTS,25323000.0,2/1/2061 12:00:00 AM,
Omaha                       ,800244704.0,Insured-Unsubsidized,TORREY PINES APARTMENTS,21920000.0,2/1/2056 12:00:00 AM,
Farmers Branch              ,800244137.0,Insured-Unsubsidized,Dominion at Mercer Crossing Apartments,40157200.0,5/1/2060 12:00:00 AM,
Ocean View                  ,800244152.0,Insured-Unsubsidized,Stern - Autumn Lake HC Oceanview,16318200.0,4/1/2048 12:00:00 AM,
Dallas                      ,800243833.0,Insured-Unsubsidized,Clark Ridge Canyon,33191800.0,10/1/2059 12:00:00 AM,
Ashwaubenon                 ,800244004.0,Insured-Unsubsidized,Manseau Flats,15509300.0,2/1/2059 12:00:00 AM,
Braintree                   ,800245448.0,Insured-Unsubsidized,McCarthy - Alliance HealthCare Ctr Braintree,14213200.0,11/1/2053 12:00:00 AM,
Richmond                    ,800245451.0,Insured-Unsubsidized,T & E Apartments,8480000.0,1/1/2053 12:00:00 AM,Large
Austin                      ,800245431.0,Insured-Unsubsidized,Commons at Goodnight,38417000.0,2/1/2060 12:00:00 AM,
Boston                      ,800246454.0,Insured-Unsubsidized,The Clarion,2830850.0,1/1/2061 12:00:00 AM,
Round Rock                  ,800245457.0,Insured-Unsubsidized,Shadow Ridge,44153900.0,12/1/2060 12:00:00 AM,
Midlothian                  ,800242980.0,Insured-Unsubsidized,Midlothian Town Center Apartments,32608300.0,10/1/2061 12:00:00 AM,
Summerville                 ,800243030.0,Insured-Subsidized,R.H. Floyd Memorial Apartments,3261000.0,10/1/2051 12:00:00 AM,High-Medium
Odessa                      ,800243792.0,Insured-Unsubsidized,Eighty Seventh Apartments,18326871.0,3/1/2058 12:00:00 AM,
Sarasota                    ,800245621.0,Insured-Unsubsidized,Millennium-Sarasota Point Rehabilitation Center,7735200.0,1/1/2054 12:00:00 AM,Large
Valhalla                    ,800245622.0,Insured-Unsubsidized,The Grove at Valhalla Rehabilitation,27748100.0,4/1/2049 12:00:00 AM,
Houston                     ,800245006.0,Insured-Unsubsidized,RESERVE AT WHITE OAK,20720000.0,2/1/2053 12:00:00 AM,
Effingham                   ,800244120.0,Insured-Unsubsidized,Lakeland Rehabilitation & Health Care Center,9050000.0,7/1/2052 12:00:00 AM,Large
Laredo                      ,800243093.0,Insured-Unsubsidized,HAMILTON APARTMENTS,6375500.0,12/1/2051 12:00:00 AM,Large
Louisville                  ,800243094.0,Insured-Unsubsidized,Woods of Glen Hill Manor,4724700.0,12/1/2051 12:00:00 AM,High-Medium
Deptford                    ,800243099.0,Insured-Unsubsidized,Centers HC - Deptford Center for Rehab & HC,31359700.0,5/1/2052 12:00:00 AM,
Hammonton                   ,800243100.0,Insured-Unsubsidized,Centers HC - Hammonton Center for Rehab & HC,31801100.0,5/1/2052 12:00:00 AM,
Hayward                     ,800242748.0,Insured-Unsubsidized,Rechnitz - Hayward Healthcare & Wellness Center,15368000.0,10/1/2052 12:00:00 AM,
Atkinson                    ,800243757.0,Insured-Unsubsidized,Settler's Ridge Apartments,1342000.0,11/1/2056 12:00:00 AM,Low-Medium
Wheeling                    ,800243758.0,Insured-Unsubsidized,MALLARD LAKE APARTMENTS,55046300.0,11/1/2056 12:00:00 AM,
Bridgeton                   ,800243761.0,Insured-Unsubsidized,Life Care Center of Bridgeton,5855600.0,6/1/2047 12:00:00 AM,Large
McMinnville                 ,800243766.0,Insured-Unsubsidized,Life Care Center of McMinnville,8772900.0,6/1/2047 12:00:00 AM,Large
Rutherfordton               ,800242295.0,Insured-Unsubsidized,Formation - Oak Grove Healthcare Center,7513500.0,11/1/2051 12:00:00 AM,Large
Woburn                      ,800241700.0,Insured-Unsubsidized,KIMBALL COURT APARTMENTS I,23500000.0,8/1/2050 12:00:00 AM,
Georgetown                  ,800240603.0,Insured-Unsubsidized,Blue Ridge in Georgetown,3736000.0,10/1/2046 12:00:00 AM,High-Medium
Brooklyn                    ,800240605.0,Insured-Unsubsidized,Prospect Plaza Site I,2710000.0,6/1/2047 12:00:00 AM,High-Medium
Saint Louis                 ,800243732.0,Insured-Subsidized,COVENANT PLACE II,6687000.0,8/1/2059 12:00:00 AM,Large
Sarasota                    ,800242251.0,Insured-Unsubsidized,HUB Lofts,21547700.0,10/1/2058 12:00:00 AM,
Columbus                    ,800242785.0,Insured-Unsubsidized,CHARLESTON SQUARE,3760000.0,7/1/2051 12:00:00 AM,High-Medium
Allen                       ,800242254.0,Insured-Unsubsidized,Chaparral Townhomes Apartments,13600000.0,12/1/2050 12:00:00 AM,
Pocomoke                    ,800241619.0,Insured-Unsubsidized,Victoria Estates,1670000.0,3/1/2056 12:00:00 AM,Low-Medium
Mesa                        ,800242788.0,Insured-Unsubsidized,Aviva,67531800.0,9/1/2057 12:00:00 AM,
Goffstown                   ,800245463.0,Insured-Unsubsidized,THE KNOLL OVER MYSTIC BROOK,5700000.0,10/1/2057 12:00:00 AM,Large
Leeburg                     ,800245464.0,Insured-Unsubsidized,Potomac Station,32000000.0,2/1/2057 12:00:00 AM,
Newark                      ,800240561.0,Insured-Unsubsidized,Lincoln Towers,17417000.0,12/1/2057 12:00:00 AM,
Brooklyn                    ,800244705.0,Insured-Unsubsidized,Bergen Saratoga Apartmants,2282520.0,10/1/2047 12:00:00 AM,High-Medium
